Id,Weekly_Sales
13_24_2013-01-25,8269.83541327
13_24_2013-02-01,9092.24000988
13_24_2013-02-08,8600.10526511
13_24_2013-02-15,8600.10526511
13_24_2013-02-22,8757.97696404
13_24_2013-03-01,9544.24298451
13_24_2013-03-08,8600.10526511
13_24_2013-03-15,8600.10526511
13_24_2013-03-22,8757.97696404
13_24_2013-03-29,8757.97696404
13_24_2013-04-05,9544.24298451
13_24_2013-04-12,9634.9539296
13_24_2013-04-19,9544.24298451
13_24_2013-04-26,9544.24298451
13_24_2013-05-03,8860.3791067
13_24_2013-05-10,8034.73467817
13_24_2013-05-17,8057.24673536
13_24_2013-05-24,8600.10526511
13_24_2013-05-31,8600.10526511
13_24_2013-06-07,8600.10526511
13_24_2013-06-14,9289.45376508
13_24_2013-06-21,8600.10526511
13_24_2013-06-28,8860.3791067
13_24_2013-07-05,9289.45376508
13_24_2013-07-12,8817.05952837
13_24_2013-07-19,9289.45376508
13_24_2013-07-26,9289.45376508
13_25_2012-11-02,16095.4318623
13_25_2012-11-09,17209.6606042
13_25_2012-11-16,22249.3411288
13_25_2012-11-23,22433.6629178
13_25_2012-11-30,18030.5645426
13_25_2012-12-07,17491.0832248
13_25_2012-12-14,17876.4199052
13_25_2012-12-21,20926.5898685
13_25_2012-12-28,12601.95
13_25_2013-01-04,10214.2109959
13_25_2013-01-11,10408.2795742
13_25_2013-01-18,10512.0363352
13_25_2013-01-25,11819.0085598
13_25_2013-02-01,10785.212603
13_25_2013-02-08,11478.2633358
13_25_2013-02-15,12111.7002225
13_25_2013-02-22,12222.25
13_25_2013-03-01,12497.9174861
13_25_2013-03-08,14291.8097742
13_25_2013-03-15,15057.3150179
13_25_2013-03-22,15442.1598044
13_25_2013-03-29,15858.5870605
13_25_2013-04-05,15609.4854489
13_25_2013-04-12,15642.1113921
13_25_2013-04-19,15571.769607
13_25_2013-04-26,16662.5697282
13_25_2013-05-03,15577.1651535
13_25_2013-05-10,15681.7003508
13_25_2013-05-17,15250.073245
13_25_2013-05-24,16733.4977362
13_25_2013-05-31,16078.3530145
13_25_2013-06-07,15504.4411734
13_25_2013-06-14,15218.3368153
13_25_2013-06-21,15207.4106097
13_25_2013-06-28,15621.2091616
13_25_2013-07-05,14916.2103475
13_25_2013-07-12,14825.4298677
13_25_2013-07-19,14788.9006192
13_25_2013-07-26,15273.9870404
13_26_2012-11-02,15575.7654195
13_26_2012-11-09,15532.6361638
13_26_2012-11-16,15575.7654195
13_26_2012-11-23,24723.4195341
13_26_2012-11-30,16549.6839345
13_26_2012-12-07,17851.4205499
13_26_2012-12-14,18478.7588325
13_26_2012-12-21,23572.0940581
13_26_2012-12-28,13656.4505265
13_26_2013-01-04,7507.33888366
13_26_2013-01-11,8513.01475514
13_26_2013-01-18,8932.16
13_26_2013-01-25,9052.29058206
13_26_2013-02-01,12528.6794837
13_26_2013-02-08,12866.3737315
13_26_2013-02-15,13088.2242004
13_26_2013-02-22,13088.2242004
13_26_2013-03-01,13282.1618941
13_26_2013-03-08,13232.4216168
13_26_2013-03-15,13358.2817078
13_26_2013-03-22,13358.2817078
13_26_2013-03-29,13362.5523501
13_26_2013-04-05,13134.544747
13_26_2013-04-12,13358.2817078
13_26_2013-04-19,13358.2817078
13_26_2013-04-26,13358.2817078
13_26_2013-05-03,11813.877406
13_26_2013-05-10,11557.0895579
13_26_2013-05-17,11497.5436449
13_26_2013-05-24,11645.5294455
13_26_2013-05-31,11645.5294455
13_26_2013-06-07,11488.2836564
13_26_2013-06-14,11190.0078559
13_26_2013-06-21,11368.888069
13_26_2013-06-28,11208.3298383
13_26_2013-07-05,10598.8519707
13_26_2013-07-12,10333.6475184
13_26_2013-07-19,10333.6475184
13_26_2013-07-26,10333.6475184
13_27_2012-11-02,3360.16592688
13_27_2012-11-09,3408.37843064
13_27_2012-11-16,3698.17958131
13_27_2012-11-23,3936.68813169
13_27_2012-11-30,3693.43085612
13_27_2012-12-07,5757.85487155
13_27_2012-12-14,7053.32824613
13_27_2012-12-21,11663.6434918
13_27_2012-12-28,4494.04
13_27_2013-01-04,2982.42033295
13_27_2013-01-11,2982.42033295
13_27_2013-01-18,2982.42033295
13_27_2013-01-25,2982.42033295
13_27_2013-02-01,2932.42205695
13_27_2013-02-08,2936.75390285
13_27_2013-02-15,2936.75390285
13_27_2013-02-22,2932.42205695
13_27_2013-03-01,2867.61079703
13_27_2013-03-08,2849.9433964
13_27_2013-03-15,2589.43131148
13_27_2013-03-22,2609.7560119
13_27_2013-03-29,2609.7560119
13_27_2013-04-05,2462.43022826
13_27_2013-04-12,2548.97118724
13_27_2013-04-19,2609.7560119
13_27_2013-04-26,2541.22430615
13_27_2013-05-03,2462.43022826
13_27_2013-05-10,2365.43034169
13_27_2013-05-17,2306.57591707
13_27_2013-05-24,2486.0145262
13_27_2013-05-31,2473.11413815
13_27_2013-06-07,2402.33058634
13_27_2013-06-14,2402.33058634
13_27_2013-06-21,2473.11413815
13_27_2013-06-28,2473.11413815
13_27_2013-07-05,2347.65999039
13_27_2013-07-12,2265.85329028
13_27_2013-07-19,2378.05663481
13_27_2013-07-26,2378.05663481
13_28_2012-11-02,1997.42396693
13_28_2012-11-09,1960.74049083
13_28_2012-11-16,1940.62201578
13_28_2012-11-23,1758.66073105
13_28_2012-11-30,2071.18741862
13_28_2012-12-07,2015.2431068
13_28_2012-12-14,1996.70159835
13_28_2012-12-21,2002.92044415
13_28_2012-12-28,1643.13201844
13_28_2013-01-04,1721.03627996
13_28_2013-01-11,1721.03627996
13_28_2013-01-18,1721.03627996
13_28_2013-01-25,1740.0914413
13_28_2013-02-01,1729.75736395
13_28_2013-02-08,1712.81903706
13_28_2013-02-15,1712.10119846
13_28_2013-02-22,1673.09327699
13_28_2013-03-01,1673.09327699
13_28_2013-03-08,1640.56968682
13_28_2013-03-15,1557.92496198
13_28_2013-03-22,1559.55380453
13_28_2013-03-29,1621.20009766
13_28_2013-04-05,1400.66981797
13_28_2013-04-12,1408.34618019
13_28_2013-04-19,1542.60484359
13_28_2013-04-26,1449.96260536
13_28_2013-05-03,1360.18755996
13_28_2013-05-10,1199.94815361
13_28_2013-05-17,1000.47412125
13_28_2013-05-24,1238.22534044
13_28_2013-05-31,1221.2543004
13_28_2013-06-07,1095.79726973
13_28_2013-06-14,893.725638978
13_28_2013-06-21,967.74515869
13_28_2013-06-28,893.725638978
13_28_2013-07-05,835.496008107
13_28_2013-07-12,820.313368806
13_28_2013-07-19,820.313368806
13_28_2013-07-26,819.540587042
13_29_2012-11-02,5589.87326281
13_29_2012-11-09,6939.72
13_29_2012-11-16,7816.63303549
13_29_2012-11-23,10846.4489643
13_29_2012-11-30,9375.04752091
13_29_2012-12-07,10352.66
13_29_2012-12-14,12193.3404343
13_29_2012-12-21,15530.1477558
13_29_2012-12-28,8303.74
13_29_2013-01-04,5446.98221076
13_29_2013-01-11,5589.87326281
13_29_2013-01-18,5752.01098083
13_29_2013-01-25,5487.35213279
13_29_2013-02-01,5752.01098083
13_29_2013-02-08,6603.44207489
13_29_2013-02-15,6377.22007486
13_29_2013-02-22,6047.79797685
13_29_2013-03-01,5446.98221076
13_29_2013-03-08,5512.78426931
13_29_2013-03-15,5512.78426931
13_29_2013-03-22,5507.26356453
13_29_2013-03-29,5507.26356453
13_29_2013-04-05,5414.99481957
13_29_2013-04-12,5512.78426931
13_29_2013-04-19,5512.78426931
13_29_2013-04-26,5474.6178222
13_29_2013-05-03,5474.6178222
13_29_2013-05-10,5512.78426931
13_29_2013-05-17,5512.78426931
13_29_2013-05-24,5414.99481957
13_29_2013-05-31,5439.42352942
13_29_2013-06-07,5512.78426931
13_29_2013-06-14,5593.83247659
13_29_2013-06-21,5512.78426931
13_29_2013-06-28,5693.33099995
13_29_2013-07-05,5736.98911024
13_29_2013-07-12,5716.80504751
13_29_2013-07-19,5856.54801567
13_29_2013-07-26,5736.98911024
13_30_2012-11-02,3784.51647552
13_30_2012-11-09,3667.76837439
13_30_2012-11-16,3076.77387017
13_30_2012-11-23,4273.35227732
13_30_2012-11-30,3283.55207188
13_30_2012-12-07,4025.29375459
13_30_2012-12-14,3697.82517242
13_30_2012-12-21,4083.24639643
13_30_2012-12-28,4160.52613828
13_30_2013-01-04,3580.97077757
13_30_2013-01-11,3463.58442591
13_30_2013-01-18,3337.84205146
13_30_2013-01-25,3387.46836302
13_30_2013-02-01,3994.2927653
13_30_2013-02-08,4070.12737612
13_30_2013-02-15,4198.64313469
13_30_2013-02-22,4287.95201497
13_30_2013-03-01,4362.1703496
13_30_2013-03-08,4457.56643949
13_30_2013-03-15,4929.42747794
13_30_2013-03-22,4890.27047844
13_30_2013-03-29,4514.87332012
13_30_2013-04-05,5020.5441742
13_30_2013-04-12,4938.27080712
13_30_2013-04-19,4453.78472292
13_30_2013-04-26,4954.76408098
13_30_2013-05-03,5072.24014306
13_30_2013-05-10,5010.72138637
13_30_2013-05-17,4970.09079294
13_30_2013-05-24,4921.06933288
13_30_2013-05-31,4929.42747794
13_30_2013-06-07,4976.9912874
13_30_2013-06-14,5012.85420896
13_30_2013-06-21,4946.96660484
13_30_2013-06-28,5060.18526979
13_30_2013-07-05,5060.18526979
13_30_2013-07-12,4956.73565201
13_30_2013-07-19,5010.72138637
13_30_2013-07-26,4956.73565201
13_31_2012-11-02,4638.18433907
13_31_2012-11-09,4596.51427779
13_31_2012-11-16,4596.51427779
13_31_2012-11-23,5819.82572386
13_31_2012-11-30,4140.25734893
13_31_2012-12-07,5102.87381162
13_31_2012-12-14,5836.20096794
13_31_2012-12-21,6378.79249017
13_31_2012-12-28,4025.67509703
13_31_2013-01-04,3088.89515507
13_31_2013-01-11,3062.52521916
13_31_2013-01-18,2959.92698246
13_31_2013-01-25,2921.94539792
13_31_2013-02-01,3128.52909099
13_31_2013-02-08,3232.24776346
13_31_2013-02-15,3193.60965399
13_31_2013-02-22,3218.87794238
13_31_2013-03-01,3394.93616667
13_31_2013-03-08,3232.24776346
13_31_2013-03-15,3193.44625798
13_31_2013-03-22,3193.44625798
13_31_2013-03-29,3142.60642928
13_31_2013-04-05,3218.87794238
13_31_2013-04-12,3193.60965399
13_31_2013-04-19,3224.50128778
13_31_2013-04-26,3193.60965399
13_31_2013-05-03,3297.56952949
13_31_2013-05-10,3193.60965399
13_31_2013-05-17,3323.18422663
13_31_2013-05-24,3232.24776346
13_31_2013-05-31,3142.60642928
13_31_2013-06-07,3425.53932307
13_31_2013-06-14,4051.84174639
13_31_2013-06-21,3853.68362833
13_31_2013-06-28,4015.4116207
13_31_2013-07-05,3541.28225515
13_31_2013-07-12,3986.99649877
13_31_2013-07-19,5006.98368412
13_31_2013-07-26,5261.6296864
13_32_2012-11-02,10122.5756685
13_32_2012-11-09,10122.5756685
13_32_2012-11-16,10185.9685705
13_32_2012-11-23,9505.54565598
13_32_2012-11-30,9505.54565598
13_32_2012-12-07,15636.5631329
13_32_2012-12-14,17584.5113431
13_32_2012-12-21,26077.6243679
13_32_2012-12-28,18001.78
13_32_2013-01-04,8291.13830261
13_32_2013-01-11,8291.13830261
13_32_2013-01-18,7791.07286146
13_32_2013-01-25,7379.38653327
13_32_2013-02-01,8407.85251831
13_32_2013-02-08,10526.2822373
13_32_2013-02-15,11938.7622312
13_32_2013-02-22,9308.68320355
13_32_2013-03-01,10122.5756685
13_32_2013-03-08,10122.5756685
13_32_2013-03-15,10526.2822373
13_32_2013-03-22,9308.68320355
13_32_2013-03-29,9308.68320355
13_32_2013-04-05,10172.5837301
13_32_2013-04-12,10184.4278642
13_32_2013-04-19,10184.4278642
13_32_2013-04-26,9308.68320355
13_32_2013-05-03,10281.7767314
13_32_2013-05-10,10526.2822373
13_32_2013-05-17,11186.7297794
13_32_2013-05-24,9308.68320355
13_32_2013-05-31,9456.79042854
13_32_2013-06-07,10281.7767314
13_32_2013-06-14,11163.8857752
13_32_2013-06-21,9782.74253712
13_32_2013-06-28,10184.4278642
13_32_2013-07-05,10281.7767314
13_32_2013-07-12,10185.9685705
13_32_2013-07-19,10281.7767314
13_32_2013-07-26,10184.4278642
13_33_2012-11-02,12824.1934245
13_33_2012-11-09,13621.6354267
13_33_2012-11-16,14289.4985361
13_33_2012-11-23,20164.5178328
13_33_2012-11-30,15299.2659185
13_33_2012-12-07,15472.8460616
13_33_2012-12-14,20164.5178328
13_33_2012-12-21,22168.0945856
13_33_2012-12-28,14289.4985361
13_33_2013-01-04,8273.1400535
13_33_2013-01-11,8145.03458906
13_33_2013-01-18,8145.03458906
13_33_2013-01-25,8145.03458906
13_33_2013-02-01,8648.38329675
13_33_2013-02-08,9630.78125954
13_33_2013-02-15,9428.625894
13_33_2013-02-22,9630.78125954
13_33_2013-03-01,9836.96628235
13_33_2013-03-08,9632.77694481
13_33_2013-03-15,9630.78125954
13_33_2013-03-22,9630.78125954
13_33_2013-03-29,9513.15071163
13_33_2013-04-05,8664.444583
13_33_2013-04-12,9836.96628235
13_33_2013-04-19,9836.96628235
13_33_2013-04-26,9453.86782414
13_33_2013-05-03,8660.89905385
13_33_2013-05-10,8549.70968077
13_33_2013-05-17,8536.60617954
13_33_2013-05-24,9322.70510871
13_33_2013-05-31,9166.44399497
13_33_2013-06-07,9078.6167165
13_33_2013-06-14,10275.2392243
13_33_2013-06-21,9630.78125954
13_33_2013-06-28,9630.78125954
13_33_2013-07-05,9630.78125954
13_33_2013-07-12,9696.0731499
13_33_2013-07-19,10174.6777069
13_33_2013-07-26,10066.9110771
13_34_2012-11-02,19202.2717894
13_34_2012-11-09,17983.6190114
13_34_2012-11-16,19332.1765206
13_34_2012-11-23,17908.7760309
13_34_2012-11-30,17560.4029948
13_34_2012-12-07,18852.0233275
13_34_2012-12-14,20663.0967885
13_34_2012-12-21,23950.1422677
13_34_2012-12-28,16642.3
13_34_2013-01-04,15958.714576
13_34_2013-01-11,14281.5
13_34_2013-01-18,14281.5
13_34_2013-01-25,14281.5
13_34_2013-02-01,17424.69
13_34_2013-02-08,19262.0831327
13_34_2013-02-15,19792.5222308
13_34_2013-02-22,19521.6770992
13_34_2013-03-01,19904.5208413
13_34_2013-03-08,19904.5208413
13_34_2013-03-15,19904.5208413
13_34_2013-03-22,19521.6770992
13_34_2013-03-29,19509.0874187
13_34_2013-04-05,19992.9913901
13_34_2013-04-12,19992.9913901
13_34_2013-04-19,19992.9913901
13_34_2013-04-26,19904.5208413
13_34_2013-05-03,19992.9913901
13_34_2013-05-10,21507.9252005
13_34_2013-05-17,22854.827305
13_34_2013-05-24,21434.6620549
13_34_2013-05-31,22053.6459432
13_34_2013-06-07,23113.3621567
13_34_2013-06-14,23113.3621567
13_34_2013-06-21,22661.7129836
13_34_2013-06-28,22661.7129836
13_34_2013-07-05,23702.3299315
13_34_2013-07-12,23268.1908782
13_34_2013-07-19,22039.5412253
13_34_2013-07-26,22039.5412253
13_35_2012-11-02,3379.87534298
13_35_2012-11-09,3302.18959437
13_35_2012-11-16,3080.75331431
13_35_2012-11-23,3080.75331431
13_35_2012-11-30,3041.18765075
13_35_2012-12-07,3327.25052527
13_35_2012-12-14,3391.76366339
13_35_2012-12-21,4040.91161154
13_35_2012-12-28,3176.65316589
13_35_2013-01-04,2769.14704101
13_35_2013-01-11,2512.3186981
13_35_2013-01-18,2427.32
13_35_2013-01-25,2427.32
13_35_2013-02-01,2985.20115664
13_35_2013-02-08,3365.16458342
13_35_2013-02-15,3266.96982843
13_35_2013-02-22,3260.22541609
13_35_2013-03-01,3391.76366339
13_35_2013-03-08,3433.42100393
13_35_2013-03-15,3551.33098644
13_35_2013-03-22,3518.82501532
13_35_2013-03-29,3821.64324503
13_35_2013-04-05,4145.73957021
13_35_2013-04-12,4139.07713491
13_35_2013-04-19,4028.54324325
13_35_2013-04-26,4142.77189753
13_35_2013-05-03,4279.90971715
13_35_2013-05-10,4279.00861029
13_35_2013-05-17,4328.76019953
13_35_2013-05-24,4531.79299123
13_35_2013-05-31,4867.67769723
13_35_2013-06-07,4572.4
13_35_2013-06-14,4489.08124011
13_35_2013-06-21,4303.08406782
13_35_2013-06-28,4333.90874144
13_35_2013-07-05,4377.0100863
13_35_2013-07-12,3824.19437961
13_35_2013-07-19,3602.42213342
13_35_2013-07-26,3363.79150727
13_36_2012-11-02,1369.51376154
13_36_2012-11-09,1369.51376154
13_36_2012-11-16,1461.10350949
13_36_2012-11-23,1119.53811351
13_36_2012-11-30,1057.43384816
13_36_2012-12-07,954.365453362
13_36_2012-12-14,1103.86913059
13_36_2012-12-21,1143.28319499
13_36_2012-12-28,1143.28319499
13_36_2013-01-04,1400.30728119
13_36_2013-01-11,1395.52290575
13_36_2013-01-18,1348.2068728
13_36_2013-01-25,1364.93357259
13_36_2013-02-01,1411.42140071
13_36_2013-02-08,1364.93357259
13_36_2013-02-15,1413.51482447
13_36_2013-02-22,1411.42140071
13_36_2013-03-01,1675.91050153
13_36_2013-03-08,1639.85051149
13_36_2013-03-15,1776.5
13_36_2013-03-22,1766.4947216
13_36_2013-03-29,1774.60331081
13_36_2013-04-05,2231.30574164
13_36_2013-04-12,2198.27066826
13_36_2013-04-19,1974.99093361
13_36_2013-04-26,2062.82832776
13_36_2013-05-03,2290.24197256
13_36_2013-05-10,2387.32484078
13_36_2013-05-17,3400.17439606
13_36_2013-05-24,3031.64272213
13_36_2013-05-31,3079.89708665
13_36_2013-06-07,3633.41810745
13_36_2013-06-14,3727.68284778
13_36_2013-06-21,3727.68284778
13_36_2013-06-28,4796.54428989
13_36_2013-07-05,3341.01721793
13_36_2013-07-12,2469.86100574
13_36_2013-07-19,1726.05434149
13_36_2013-07-26,1399.1179338
13_37_2012-11-02,3531.55097388
13_37_2012-11-09,3459.89030967
13_37_2012-11-16,3415.70465407
13_37_2012-11-23,3560.64660727
13_37_2012-11-30,3543.30587041
13_37_2012-12-07,3533.76496013
13_37_2012-12-14,3350.20601235
13_37_2012-12-21,3067.30459463
13_37_2012-12-28,3040.91246781
13_37_2013-01-04,3082.27643682
13_37_2013-01-11,3169.5439594
13_37_2013-01-18,3282.62353125
13_37_2013-01-25,3253.17119232
13_37_2013-02-01,3414.73140077
13_37_2013-02-08,3259.87718932
13_37_2013-02-15,3312.74144939
13_37_2013-02-22,3303.63245044
13_37_2013-03-01,3502.73825816
13_37_2013-03-08,3396.70932851
13_37_2013-03-15,3440.17905266
13_37_2013-03-22,3328.93636899
13_37_2013-03-29,3328.93636899
13_37_2013-04-05,3543.30587041
13_37_2013-04-12,3312.74144939
13_37_2013-04-19,3340.84798308
13_37_2013-04-26,3459.89030967
13_37_2013-05-03,3563.13708161
13_37_2013-05-10,3485.80442735
13_37_2013-05-17,3242.29959955
13_37_2013-05-24,3392.93199227
13_37_2013-05-31,3462.97712994
13_37_2013-06-07,3352.74679007
13_37_2013-06-14,3324.62306495
13_37_2013-06-21,3365.88926359
13_37_2013-06-28,3485.80442735
13_37_2013-07-05,3205.91916395
13_37_2013-07-12,3186.62680983
13_37_2013-07-19,3253.71008968
13_37_2013-07-26,3318.28793244
13_38_2012-11-02,91748.75
13_38_2012-11-09,89365.9367142
13_38_2012-11-16,91155.7810005
13_38_2012-11-23,84611.9279147
13_38_2012-11-30,85154.8547341
13_38_2012-12-07,88489.4215817
13_38_2012-12-14,89422.8107662
13_38_2012-12-21,87961.9710593
13_38_2012-12-28,84216.15
13_38_2013-01-04,96872.8791243
13_38_2013-01-11,87157.5279991
13_38_2013-01-18,84874.0010621
13_38_2013-01-25,82504.3283421
13_38_2013-02-01,89650.5442818
13_38_2013-02-08,92023.9971898
13_38_2013-02-15,91395.302478
13_38_2013-02-22,88346.3061392
13_38_2013-03-01,95904.2573799
13_38_2013-03-08,89389.3461476
13_38_2013-03-15,88412.1613668
13_38_2013-03-22,87638.4951843
13_38_2013-03-29,85527.3266342
13_38_2013-04-05,91395.302478
13_38_2013-04-12,88326.9318278
13_38_2013-04-19,86232.297792
13_38_2013-04-26,82780.3973941
13_38_2013-05-03,91460.3495543
13_38_2013-05-10,88013.5992568
13_38_2013-05-17,86486.2226881
13_38_2013-05-24,87157.5279991
13_38_2013-05-31,84642.9987407
13_38_2013-06-07,89043.6762437
13_38_2013-06-14,87638.4951843
13_38_2013-06-21,85871.4584061
13_38_2013-06-28,84376.2200284
13_38_2013-07-05,89374.869809
13_38_2013-07-12,87980.146895
13_38_2013-07-19,86016.3983526
13_38_2013-07-26,84376.2200284
13_40_2012-11-02,79746.665062
13_40_2012-11-09,79362.3950252
13_40_2012-11-16,79865.3495054
13_40_2012-11-23,77511.4841049
13_40_2012-11-30,75850.0654083
13_40_2012-12-07,78790.7645863
13_40_2012-12-14,80939.2877763
13_40_2012-12-21,82780.005987
13_40_2012-12-28,74034.2630111
13_40_2013-01-04,82780.005987
13_40_2013-01-11,81681.3868072
13_40_2013-01-18,81502.4112515
13_40_2013-01-25,80757.590412
13_40_2013-02-01,83122.7242718
13_40_2013-02-08,83782.247439
13_40_2013-02-15,83122.7242718
13_40_2013-02-22,82694.8889089
13_40_2013-03-01,83685.8369756
13_40_2013-03-08,84274.8624846
13_40_2013-03-15,80527.0478506
13_40_2013-03-22,79628.8332138
13_40_2013-03-29,78327.5610638
13_40_2013-04-05,79726.6974874
13_40_2013-04-12,78191.2319974
13_40_2013-04-19,78239.1555677
13_40_2013-04-26,76952.6700157
13_40_2013-05-03,78820.8978907
13_40_2013-05-10,78362.4862628
13_40_2013-05-17,78734.0960732
13_40_2013-05-24,79717.596044
13_40_2013-05-31,79903.2193002
13_40_2013-06-07,80878.2116245
13_40_2013-06-14,79524.3648307
13_40_2013-06-21,79645.7236137
13_40_2013-06-28,79615.0556369
13_40_2013-07-05,79615.0556369
13_40_2013-07-12,79039.8077219
13_40_2013-07-19,79039.8077219
13_40_2013-07-26,78362.4862628
13_41_2012-11-02,3567.20922879
13_41_2012-11-09,3705.62847084
13_41_2012-11-16,3705.62847084
13_41_2012-11-23,3795.90902201
13_41_2012-11-30,3786.63794796
13_41_2012-12-07,3991.49738278
13_41_2012-12-14,8347.22847898
13_41_2012-12-21,8965.16157886
13_41_2012-12-28,2885.31
13_41_2013-01-04,1588.50319913
13_41_2013-01-11,1588.50319913
13_41_2013-01-18,1588.50319913
13_41_2013-01-25,1588.50319913
13_41_2013-02-01,1746.68659066
13_41_2013-02-08,1588.50319913
13_41_2013-02-15,1588.50319913
13_41_2013-02-22,1588.50319913
13_41_2013-03-01,1746.68659066
13_41_2013-03-08,1477.5775891
13_41_2013-03-15,1477.5775891
13_41_2013-03-22,1477.5775891
13_41_2013-03-29,1466.62934992
13_41_2013-04-05,1477.5775891
13_41_2013-04-12,1466.62934992
13_41_2013-04-19,1477.5775891
13_41_2013-04-26,1466.62934992
13_41_2013-05-03,1588.50319913
13_41_2013-05-10,1477.5775891
13_41_2013-05-17,1445.6209922
13_41_2013-05-24,1445.6209922
13_41_2013-05-31,1438.68059638
13_41_2013-06-07,1445.6209922
13_41_2013-06-14,1452.68297791
13_41_2013-06-21,1452.68297791
13_41_2013-06-28,1445.6209922
13_41_2013-07-05,1466.62934992
13_41_2013-07-12,1452.68297791
13_41_2013-07-19,1592.86621911
13_41_2013-07-26,1746.68659066
13_42_2012-11-02,8516.12523532
13_42_2012-11-09,8580.03388561
13_42_2012-11-16,6850.53363877
13_42_2012-11-23,8099.32996232
13_42_2012-11-30,7411.67948268
13_42_2012-12-07,8244.067562
13_42_2012-12-14,6920.02055809
13_42_2012-12-21,6866.12694403
13_42_2012-12-28,6976.59707594
13_42_2013-01-04,7500.39388865
13_42_2013-01-11,7067.63463698
13_42_2013-01-18,6824.54219827
13_42_2013-01-25,6402.93131967
13_42_2013-02-01,7524.42606123
13_42_2013-02-08,7272.94172548
13_42_2013-02-15,6877.95573855
13_42_2013-02-22,6875.45942643
13_42_2013-03-01,7347.6946174
13_42_2013-03-08,7775.76065127
13_42_2013-03-15,8283.63793154
13_42_2013-03-22,8051.39494603
13_42_2013-03-29,7460.91710007
13_42_2013-04-05,8840.85097323
13_42_2013-04-12,8226.77921596
13_42_2013-04-19,7481.06254959
13_42_2013-04-26,8431.62525457
13_42_2013-05-03,8578.13745771
13_42_2013-05-10,8534.53963598
13_42_2013-05-17,8580.03388561
13_42_2013-05-24,8405.60674812
13_42_2013-05-31,8275.55903393
13_42_2013-06-07,8563.9376905
13_42_2013-06-14,8547.61189821
13_42_2013-06-21,8573.75469852
13_42_2013-06-28,8443.91598388
13_42_2013-07-05,8968.16508871
13_42_2013-07-12,8961.58344997
13_42_2013-07-19,8940.22278873
13_42_2013-07-26,8940.22278873
13_44_2012-11-02,10875.8771395
13_44_2012-11-09,10918.8026881
13_44_2012-11-16,11627.9010752
13_44_2012-11-23,16761.0276813
13_44_2012-11-30,16282.627648
13_44_2012-12-07,15936.02
13_44_2012-12-14,16648.3564077
13_44_2012-12-21,17360.3048892
13_44_2012-12-28,15561.7187774
13_44_2013-01-04,8800.52265821
13_44_2013-01-11,8918.52480924
13_44_2013-01-18,9041.05161379
13_44_2013-01-25,9636.46977955
13_44_2013-02-01,9870.643406
13_44_2013-02-08,10460.5985049
13_44_2013-02-15,9979.51376555
13_44_2013-02-22,9930.56839886
13_44_2013-03-01,9779.07784582
13_44_2013-03-08,9884.46761706
13_44_2013-03-15,9779.07784582
13_44_2013-03-22,9884.46761706
13_44_2013-03-29,9927.91734969
13_44_2013-04-05,8833.09430841
13_44_2013-04-12,9724.94199725
13_44_2013-04-19,9870.643406
13_44_2013-04-26,9473.27444097
13_44_2013-05-03,8918.52480924
13_44_2013-05-10,8956.03274354
13_44_2013-05-17,8811.46617036
13_44_2013-05-24,8956.03274354
13_44_2013-05-31,8918.52480924
13_44_2013-06-07,8907.74255604
13_44_2013-06-14,8811.46617036
13_44_2013-06-21,8833.09430841
13_44_2013-06-28,8912.13322981
13_44_2013-07-05,8756.34490893
13_44_2013-07-12,8717.21295987
13_44_2013-07-19,8693.96286219
13_44_2013-07-26,8717.21295987
13_45_2012-11-02,27.35
13_45_2012-11-09,22.3451962562
13_45_2012-11-16,20.4244043568
13_45_2012-11-23,19.029112904
13_45_2012-11-30,20.9952782049
13_45_2012-12-07,20.0531509599
13_45_2012-12-14,21.9770239701
13_45_2012-12-21,17.506041288
13_46_2012-11-02,39251.3479054
13_46_2012-11-09,38811.7948863
13_46_2012-11-16,37706.9457257
13_46_2012-11-23,36884.3352378
13_46_2012-11-30,37339.917275
13_46_2012-12-07,48217.7881828
13_46_2012-12-14,56134.9843103
13_46_2012-12-21,76420.6555898
13_46_2012-12-28,53524.11
13_46_2013-01-04,38958.6769811
13_46_2013-01-11,38874.380866
13_46_2013-01-18,38593.1733698
13_46_2013-01-25,38605.4452267
13_46_2013-02-01,39176.8262204
13_46_2013-02-08,40285.668342
13_46_2013-02-15,40045.2264889
13_46_2013-02-22,40041.0015586
13_46_2013-03-01,40424.6565469
13_46_2013-03-08,40684.0243479
13_46_2013-03-15,40434.0223929
13_46_2013-03-22,40205.9294256
13_46_2013-03-29,40233.4616512
13_46_2013-04-05,41465.5084022
13_46_2013-04-12,40549.2478072
13_46_2013-04-19,40378.3776201
13_46_2013-04-26,40549.2478072
13_46_2013-05-03,41532.4576257
13_46_2013-05-10,42774.7775858
13_46_2013-05-17,44653.0842033
13_46_2013-05-24,42627.9546575
13_46_2013-05-31,45127.9948396
13_46_2013-06-07,47945.6753502
13_46_2013-06-14,47918.0448461
13_46_2013-06-21,47577.4317849
13_46_2013-06-28,47046.3384137
13_46_2013-07-05,47286.0550494
13_46_2013-07-12,46833.8488277
13_46_2013-07-19,46209.0810456
13_46_2013-07-26,45593.5799578
13_47_2012-12-28,548.0
13_48_2012-11-02,1362.25941679
13_48_2012-11-09,1417.15133771
13_48_2012-11-16,1306.83267182
13_48_2012-11-23,3448.83011713
13_48_2012-11-30,2635.47863281
