Id,Weekly_Sales
11_34_2013-03-01,27012.0063254
11_34_2013-03-08,26943.6676673
11_34_2013-03-15,26888.2706888
11_34_2013-03-22,26623.9005098
11_34_2013-03-29,26111.414871
11_34_2013-04-05,27742.715528
11_34_2013-04-12,27103.8875179
11_34_2013-04-19,27240.4447386
11_34_2013-04-26,26259.8471871
11_34_2013-05-03,26571.1083089
11_34_2013-05-10,26308.1233175
11_34_2013-05-17,27075.5517913
11_34_2013-05-24,26721.6956087
11_34_2013-05-31,26686.5721632
11_34_2013-06-07,27799.8221888
11_34_2013-06-14,27158.5730467
11_34_2013-06-21,26183.0643548
11_34_2013-06-28,25248.2743352
11_34_2013-07-05,25543.8356227
11_34_2013-07-12,23149.7140087
11_34_2013-07-19,23848.0912431
11_34_2013-07-26,23358.7416265
11_35_2012-11-02,3493.81753831
11_35_2012-11-09,3787.94798666
11_35_2012-11-16,3993.04820456
11_35_2012-11-23,4006.34420984
11_35_2012-11-30,4012.06342065
11_35_2012-12-07,3813.15540957
11_35_2012-12-14,4158.20357515
11_35_2012-12-21,4624.9115421
11_35_2012-12-28,4370.99590584
11_35_2013-01-04,3101.77911431
11_35_2013-01-11,2826.74488955
11_35_2013-01-18,2815.75661661
11_35_2013-01-25,3360.210434
11_35_2013-02-01,4498.16289385
11_35_2013-02-08,5469.99234187
11_35_2013-02-15,5127.82648065
11_35_2013-02-22,5270.16042686
11_35_2013-03-01,5078.52821406
11_35_2013-03-08,5132.0465873
11_35_2013-03-15,5415.69277843
11_35_2013-03-22,5327.61966739
11_35_2013-03-29,5292.67250371
11_35_2013-04-05,5358.06171486
11_35_2013-04-12,5466.93639878
11_35_2013-04-19,5622.20798798
11_35_2013-04-26,5491.62738379
11_35_2013-05-03,5357.89819487
11_35_2013-05-10,5474.20443733
11_35_2013-05-17,5901.70519643
11_35_2013-05-24,5891.02979638
11_35_2013-05-31,5856.29680716
11_35_2013-06-07,6011.70581013
11_35_2013-06-14,5745.26517021
11_35_2013-06-21,5527.73183022
11_35_2013-06-28,5147.69536725
11_35_2013-07-05,5122.36525475
11_35_2013-07-12,4535.12255232
11_35_2013-07-19,4589.16259754
11_35_2013-07-26,4531.28914773
11_36_2012-11-02,2635.52626781
11_36_2012-11-09,1682.66414482
11_36_2012-11-16,2434.59049155
11_36_2012-11-23,2618.01060701
11_36_2012-11-30,2676.21023317
11_36_2012-12-07,2373.71743193
11_36_2012-12-14,3234.53052692
11_36_2012-12-21,3995.72715771
11_36_2012-12-28,3798.64364069
11_36_2013-01-04,1520.9518863
11_36_2013-01-11,1627.40807782
11_36_2013-01-18,1681.2528757
11_36_2013-01-25,1210.40801393
11_36_2013-02-01,1356.43935367
11_36_2013-02-08,1842.69665575
11_36_2013-02-15,1964.78808662
11_36_2013-02-22,1897.07002215
11_36_2013-03-01,2252.08088562
11_36_2013-03-08,2300.60146472
11_36_2013-03-15,3630.29110336
11_36_2013-03-22,3246.95691435
11_36_2013-03-29,2398.74648131
11_36_2013-04-05,2569.15933404
11_36_2013-04-12,2595.98602878
11_36_2013-04-19,3223.84067634
11_36_2013-04-26,2431.94223235
11_36_2013-05-03,2810.67097148
11_36_2013-05-10,2595.73162152
11_36_2013-05-17,4511.0490707
11_36_2013-05-24,6080.31167036
11_36_2013-05-31,6201.67091147
11_36_2013-06-07,6792.25133111
11_36_2013-06-14,6692.57380937
11_36_2013-06-21,6688.86270082
11_36_2013-06-28,6377.95742698
11_36_2013-07-05,6343.40035033
11_36_2013-07-12,4521.54953123
11_36_2013-07-19,4459.21803163
11_36_2013-07-26,4149.03041857
11_37_2012-11-02,4351.65102525
11_37_2012-11-09,4167.12420621
11_37_2012-11-16,4190.80407209
11_37_2012-11-23,4094.07243999
11_37_2012-11-30,3943.11307406
11_37_2012-12-07,4127.96384337
11_37_2012-12-14,4126.59669841
11_37_2012-12-21,4150.2100189
11_37_2012-12-28,3955.19169652
11_37_2013-01-04,3896.1454941
11_37_2013-01-11,3926.14092188
11_37_2013-01-18,3804.44759693
11_37_2013-01-25,3674.99759482
11_37_2013-02-01,4199.34416583
11_37_2013-02-08,4449.14270784
11_37_2013-02-15,4530.0353307
11_37_2013-02-22,4549.85173698
11_37_2013-03-01,4622.8517796
11_37_2013-03-08,4550.56501601
11_37_2013-03-15,4613.3998106
11_37_2013-03-22,4181.81548433
11_37_2013-03-29,3964.3535689
11_37_2013-04-05,4265.94594412
11_37_2013-04-12,4256.32648186
11_37_2013-04-19,4206.74376155
11_37_2013-04-26,4065.52870274
11_37_2013-05-03,4310.26569669
11_37_2013-05-10,4212.52284228
11_37_2013-05-17,4142.17441732
11_37_2013-05-24,4095.38978169
11_37_2013-05-31,3948.32196436
11_37_2013-06-07,4195.94087617
11_37_2013-06-14,4193.02890542
11_37_2013-06-21,4286.30908517
11_37_2013-06-28,4196.84831245
11_37_2013-07-05,4272.71580025
11_37_2013-07-12,4388.18252753
11_37_2013-07-19,4242.93155803
11_37_2013-07-26,4027.95800186
11_38_2012-11-02,76681.8174705
11_38_2012-11-09,69931.3011176
11_38_2012-11-16,69757.3580709
11_38_2012-11-23,63845.8269221
11_38_2012-11-30,69154.9418472
11_38_2012-12-07,75618.1483999
11_38_2012-12-14,73582.2405342
11_38_2012-12-21,73891.7615286
11_38_2012-12-28,64943.0420746
11_38_2013-01-04,80027.9816303
11_38_2013-01-11,80315.4186023
11_38_2013-01-18,74892.1171211
11_38_2013-01-25,75314.5180141
11_38_2013-02-01,82426.9988726
11_38_2013-02-08,78773.6885212
11_38_2013-02-15,73076.3751026
11_38_2013-02-22,76328.2888393
11_38_2013-03-01,80175.1475441
11_38_2013-03-08,76912.7566441
11_38_2013-03-15,72608.018419
11_38_2013-03-22,75609.4563511
11_38_2013-03-29,71739.4282424
11_38_2013-04-05,78689.9467924
11_38_2013-04-12,73159.6981618
11_38_2013-04-19,71303.3681857
11_38_2013-04-26,72850.8702703
11_38_2013-05-03,81006.3556374
11_38_2013-05-10,72508.0772167
11_38_2013-05-17,62280.0858942
11_38_2013-05-24,66266.9126369
11_38_2013-05-31,67988.4910327
11_38_2013-06-07,71543.2810593
11_38_2013-06-14,63867.4545935
11_38_2013-06-21,62650.3383495
11_38_2013-06-28,66953.4088661
11_38_2013-07-05,75745.7599872
11_38_2013-07-12,66864.6518275
11_38_2013-07-19,64416.0195262
11_38_2013-07-26,69332.1048773
11_40_2012-11-02,53885.2254057
11_40_2012-11-09,52965.3474931
11_40_2012-11-16,52307.3904537
11_40_2012-11-23,51693.9637148
11_40_2012-11-30,51497.4344867
11_40_2012-12-07,53419.3388764
11_40_2012-12-14,52159.6151006
11_40_2012-12-21,52985.9630206
11_40_2012-12-28,51382.9595261
11_40_2013-01-04,59237.3685602
11_40_2013-01-11,59844.722433
11_40_2013-01-18,59171.0385447
11_40_2013-01-25,56919.8476467
11_40_2013-02-01,61212.355646
11_40_2013-02-08,59695.1763051
11_40_2013-02-15,59561.8769152
11_40_2013-02-22,58387.6456237
11_40_2013-03-01,61296.4846799
11_40_2013-03-08,60481.2767265
11_40_2013-03-15,59165.4758735
11_40_2013-03-22,54900.1373242
11_40_2013-03-29,53973.0440746
11_40_2013-04-05,56142.9878878
11_40_2013-04-12,54430.9856374
11_40_2013-04-19,54140.6710376
11_40_2013-04-26,53582.5954096
11_40_2013-05-03,54904.3439673
11_40_2013-05-10,54098.079878
11_40_2013-05-17,52789.2522819
11_40_2013-05-24,53080.4480104
11_40_2013-05-31,53078.402302
11_40_2013-06-07,54498.4260772
11_40_2013-06-14,53459.7016608
11_40_2013-06-21,53805.6169013
11_40_2013-06-28,53363.8653256
11_40_2013-07-05,55296.5682517
11_40_2013-07-12,53765.2425489
11_40_2013-07-19,54408.4106694
11_40_2013-07-26,54144.7126343
11_41_2012-11-02,1557.29190876
11_41_2012-11-09,1488.57857227
11_41_2012-11-16,1259.35584408
11_41_2012-11-23,1674.29896256
11_41_2012-11-30,1835.60423411
11_41_2012-12-07,1725.45807097
11_41_2012-12-14,2830.64327715
11_41_2012-12-21,4675.90267924
11_41_2012-12-28,2585.07172123
11_41_2013-01-04,780.222378206
11_41_2013-01-11,798.300764456
11_41_2013-01-18,688.932127881
11_41_2013-01-25,599.940901757
11_41_2013-02-01,785.873095527
11_41_2013-02-08,834.635917224
11_41_2013-02-15,759.810369266
11_41_2013-02-22,585.963257606
11_41_2013-03-01,1077.74349302
11_41_2013-03-08,1157.92591226
11_41_2013-03-15,1181.44464571
11_41_2013-03-22,886.088386631
11_41_2013-03-29,1044.73147987
11_41_2013-04-05,927.112755197
11_41_2013-04-12,885.569664187
11_41_2013-04-19,868.267893618
11_41_2013-04-26,1086.32293586
11_41_2013-05-03,882.992854958
11_41_2013-05-10,726.601060304
11_41_2013-05-17,648.056860581
11_41_2013-05-24,603.032390034
11_41_2013-05-31,588.127478145
11_41_2013-06-07,602.298316913
11_41_2013-06-14,585.991096008
11_41_2013-06-21,568.368723364
11_41_2013-06-28,553.630263631
11_41_2013-07-05,613.170237643
11_41_2013-07-12,661.863557012
11_41_2013-07-19,739.023887164
11_41_2013-07-26,882.286242397
11_42_2012-11-02,6358.09247524
11_42_2012-11-09,6368.24358303
11_42_2012-11-16,6395.16136919
11_42_2012-11-23,6356.38091631
11_42_2012-11-30,6233.28641222
11_42_2012-12-07,6385.61283907
11_42_2012-12-14,6355.67818771
11_42_2012-12-21,6305.60390205
11_42_2012-12-28,6250.85057656
11_42_2013-01-04,6364.3966725
11_42_2013-01-11,6773.36310191
11_42_2013-01-18,6619.25443679
11_42_2013-01-25,6608.41830501
11_42_2013-02-01,6313.97621832
11_42_2013-02-08,6868.22839105
11_42_2013-02-15,6814.81983803
11_42_2013-02-22,6646.04685472
11_42_2013-03-01,6581.14380909
11_42_2013-03-08,7248.37786365
11_42_2013-03-15,6985.35028104
11_42_2013-03-22,6499.78178676
11_42_2013-03-29,6473.2492293
11_42_2013-04-05,6827.38785017
11_42_2013-04-12,6740.01830413
11_42_2013-04-19,6615.01339508
11_42_2013-04-26,6553.24774523
11_42_2013-05-03,6509.8340138
11_42_2013-05-10,6618.18602044
11_42_2013-05-17,6347.64059096
11_42_2013-05-24,6869.20233372
11_42_2013-05-31,6501.3471816
11_42_2013-06-07,6858.99591789
11_42_2013-06-14,6728.43603395
11_42_2013-06-21,7003.59673689
11_42_2013-06-28,7035.91047203
11_42_2013-07-05,7392.62311403
11_42_2013-07-12,7319.16351926
11_42_2013-07-19,6889.36334806
11_42_2013-07-26,6799.3826083
11_44_2012-11-02,7860.67737472
11_44_2012-11-09,7108.64161411
11_44_2012-11-16,7066.92329944
11_44_2012-11-23,7286.18944864
11_44_2012-11-30,7286.27285907
11_44_2012-12-07,8181.94893365
11_44_2012-12-14,8420.28769763
11_44_2012-12-21,9312.97929485
11_44_2012-12-28,7185.65338758
11_44_2013-01-04,4863.03369432
11_44_2013-01-11,5153.7426319
11_44_2013-01-18,5272.46532438
11_44_2013-01-25,5330.6807086
11_44_2013-02-01,5350.3229095
11_44_2013-02-08,6233.84518471
11_44_2013-02-15,6427.98883382
11_44_2013-02-22,6139.95213363
11_44_2013-03-01,6115.3297966
11_44_2013-03-08,6115.42550479
11_44_2013-03-15,5937.96857664
11_44_2013-03-22,5823.40046906
11_44_2013-03-29,6063.31898823
11_44_2013-04-05,6013.60231797
11_44_2013-04-12,6007.95078582
11_44_2013-04-19,6261.32845522
11_44_2013-04-26,5940.7126511
11_44_2013-05-03,6030.64939082
11_44_2013-05-10,6352.17212717
11_44_2013-05-17,6466.28045933
11_44_2013-05-24,5988.03613923
11_44_2013-05-31,5991.96375671
11_44_2013-06-07,6148.96110224
11_44_2013-06-14,6210.38847792
11_44_2013-06-21,6159.85469983
11_44_2013-06-28,5953.40134344
11_44_2013-07-05,5998.73024741
11_44_2013-07-12,6060.39814482
11_44_2013-07-19,6131.6527499
11_44_2013-07-26,5909.24228033
11_45_2013-01-04,33.4260483593
11_45_2013-01-25,14.9761480013
11_45_2013-03-08,25.3119679574
11_46_2012-11-02,26123.5919946
11_46_2012-11-09,24954.768721
11_46_2012-11-16,24280.821345
11_46_2012-11-23,24566.7616914
11_46_2012-11-30,24407.0976081
11_46_2012-12-07,27168.8544739
11_46_2012-12-14,36748.9654622
11_46_2012-12-21,50193.8245952
11_46_2012-12-28,42386.8597225
11_46_2013-01-04,24601.1832247
11_46_2013-01-11,24119.6733715
11_46_2013-01-18,24185.1690386
11_46_2013-01-25,24415.0283678
11_46_2013-02-01,27737.3551894
11_46_2013-02-08,28942.4288771
11_46_2013-02-15,29291.2534921
11_46_2013-02-22,28291.0968387
11_46_2013-03-01,28434.3962625
11_46_2013-03-08,28385.9372759
11_46_2013-03-15,28701.6595453
11_46_2013-03-22,27500.2728598
11_46_2013-03-29,27384.4816809
11_46_2013-04-05,28135.6220289
11_46_2013-04-12,28394.9220042
11_46_2013-04-19,29026.713854
11_46_2013-04-26,28241.7552507
11_46_2013-05-03,28794.1484416
11_46_2013-05-10,28938.9250773
11_46_2013-05-17,30222.9619501
11_46_2013-05-24,30256.1702602
11_46_2013-05-31,29920.6969659
11_46_2013-06-07,31761.7729636
11_46_2013-06-14,31338.4609213
11_46_2013-06-21,30061.9191668
11_46_2013-06-28,28902.9921445
11_46_2013-07-05,30717.8061876
11_46_2013-07-12,29397.9525197
11_46_2013-07-19,29032.1642291
11_46_2013-07-26,28074.5642324
11_47_2012-12-21,4.93324963815
11_47_2012-12-28,81.5556484152
11_47_2013-02-22,108.956875371
11_47_2013-07-19,54.0252967533
11_49_2012-11-02,8602.21301526
11_49_2012-11-09,8928.6656949
11_49_2012-11-16,9082.43750079
11_49_2012-11-23,8350.46623039
11_49_2012-11-30,8822.72151585
11_49_2012-12-07,8818.97534058
11_49_2012-12-14,9030.46137735
11_49_2012-12-21,8538.30710133
11_49_2012-12-28,8562.73547015
11_49_2013-01-04,9505.46236715
11_49_2013-01-11,9404.57773925
11_49_2013-01-18,9610.13164701
11_49_2013-01-25,9669.04784142
11_49_2013-02-01,11331.9788002
11_49_2013-02-08,9618.87222333
11_49_2013-02-15,10616.3177133
11_49_2013-02-22,11379.4934402
11_49_2013-03-01,12598.9366312
11_49_2013-03-08,9906.00409686
11_49_2013-03-15,9732.0783843
11_49_2013-03-22,9490.54805213
11_49_2013-03-29,8141.81479406
11_49_2013-04-05,8450.07543067
11_49_2013-04-12,8065.95501669
11_49_2013-04-19,8282.64700867
11_49_2013-04-26,8920.59491994
11_49_2013-05-03,8221.45378129
11_49_2013-05-10,8331.70205899
11_49_2013-05-17,7953.7875396
11_49_2013-05-24,7652.38772543
11_49_2013-05-31,7594.90067408
11_49_2013-06-07,7524.53820489
11_49_2013-06-14,7544.3732966
11_49_2013-06-21,7622.12481945
11_49_2013-06-28,7925.15925422
11_49_2013-07-05,8106.71268678
11_49_2013-07-12,7788.02420414
11_49_2013-07-19,7687.47528599
11_49_2013-07-26,7947.66215624
11_52_2012-11-02,3921.04378322
11_52_2012-11-09,3884.89306353
11_52_2012-11-16,3681.1951761
11_52_2012-11-23,3670.22330339
11_52_2012-11-30,3796.15443854
11_52_2012-12-07,3602.32729945
11_52_2012-12-14,3679.58684322
11_52_2012-12-21,3140.64278017
11_52_2012-12-28,2687.19033671
11_52_2013-01-04,2660.02403389
11_52_2013-01-11,3079.12670633
11_52_2013-01-18,3105.77050863
11_52_2013-01-25,3165.38225997
11_52_2013-02-01,3111.98329766
11_52_2013-02-08,3220.77551054
11_52_2013-02-15,3212.87377509
11_52_2013-02-22,3325.13136129
11_52_2013-03-01,3155.35884881
11_52_2013-03-08,3203.30102925
11_52_2013-03-15,3043.47121005
11_52_2013-03-22,3200.76944797
11_52_2013-03-29,3420.06540765
11_52_2013-04-05,3201.75861593
11_52_2013-04-12,3106.06236511
11_52_2013-04-19,3237.68833927
11_52_2013-04-26,3274.63710286
11_52_2013-05-03,3230.13642864
11_52_2013-05-10,3280.90083201
11_52_2013-05-17,3408.33643377
11_52_2013-05-24,2964.1223909
11_52_2013-05-31,2961.20126636
11_52_2013-06-07,2913.63148927
11_52_2013-06-14,2874.85991412
11_52_2013-06-21,2839.16032964
11_52_2013-06-28,2698.14420331
11_52_2013-07-05,2744.53277195
11_52_2013-07-12,2523.78871504
11_52_2013-07-19,2801.98334125
11_52_2013-07-26,2625.03839811
11_54_2012-11-02,93.4937426621
11_54_2012-11-09,80.0229631757
11_54_2012-11-16,92.1099941199
11_54_2012-11-23,91.2393356006
11_54_2012-11-30,68.5606758034
11_54_2012-12-07,104.92291841
11_54_2012-12-14,112.327687185
11_54_2012-12-21,170.737858264
11_54_2012-12-28,178.414213079
11_54_2013-01-04,76.7037495169
11_54_2013-01-11,119.197842445
11_54_2013-01-25,97.0559828942
11_54_2013-02-01,83.0120135852
11_54_2013-02-08,76.3791693966
11_54_2013-02-15,84.7461740547
11_54_2013-02-22,95.6682512142
11_54_2013-03-01,82.0721180926
11_54_2013-03-08,89.6499005593
11_54_2013-03-15,90.4390698058
11_54_2013-03-22,64.7664984773
11_54_2013-04-05,90.259982467
11_54_2013-04-12,82.9680408446
11_54_2013-04-19,54.6921719271
11_54_2013-04-26,83.9918960253
11_54_2013-05-03,74.0616241683
11_54_2013-05-10,71.6666760796
11_54_2013-05-17,66.1065035283
11_54_2013-05-24,72.7272778062
11_54_2013-05-31,37.6630948279
11_54_2013-06-07,52.0639609956
11_54_2013-06-21,54.7332459486
11_54_2013-06-28,62.8616061126
11_54_2013-07-05,58.2889093915
11_54_2013-07-12,62.427036436
11_54_2013-07-26,95.6220403238
11_55_2012-11-02,12671.4310579
11_55_2012-11-09,20362.770742
11_55_2012-11-16,19168.1217413
11_55_2012-11-23,31452.9624465
11_55_2012-11-30,28529.3881114
11_55_2012-12-07,20776.8909677
11_55_2012-12-14,23727.3758123
11_55_2012-12-21,31179.606277
11_55_2012-12-28,29337.8944264
11_55_2013-01-04,10932.2715454
11_55_2013-01-11,10109.4124643
11_55_2013-01-18,10307.2730765
11_55_2013-01-25,8687.45415314
11_55_2013-02-01,11179.5471287
11_55_2013-02-08,13891.5172831
11_55_2013-02-15,14201.5033641
11_55_2013-02-22,12115.163442
11_55_2013-03-01,11393.3577893
11_55_2013-03-08,10803.8658743
11_55_2013-03-15,11072.1931707
11_55_2013-03-22,10500.1409117
11_55_2013-03-29,10930.1254829
11_55_2013-04-05,11364.3752419
11_55_2013-04-12,11257.9613049
11_55_2013-04-19,9821.56165771
11_55_2013-04-26,11083.1754183
11_55_2013-05-03,11292.3292149
11_55_2013-05-10,10800.884935
11_55_2013-05-17,8557.39246809
11_55_2013-05-24,8562.68740065
11_55_2013-05-31,8845.92537064
11_55_2013-06-07,8387.81420339
11_55_2013-06-14,8477.67902269
11_55_2013-06-21,8632.371517
11_55_2013-06-28,8552.19791105
11_55_2013-07-05,8102.75524647
11_55_2013-07-12,8055.92773704
11_55_2013-07-19,8018.39242829
11_55_2013-07-26,8449.49144387
11_56_2012-11-02,1164.75475422
11_56_2012-11-09,1172.70665079
11_56_2012-11-16,1425.74937556
11_56_2012-11-23,2772.73531025
11_56_2012-11-30,2948.94330972
11_56_2012-12-07,5743.91266216
11_56_2012-12-14,5747.20048501
11_56_2012-12-21,2826.23641578
11_56_2012-12-28,1658.44191636
11_56_2013-01-04,734.079375566
11_56_2013-01-11,875.757552875
11_56_2013-01-18,957.042108411
11_56_2013-01-25,1402.27966234
11_56_2013-02-01,2121.27094814
11_56_2013-02-08,2040.30451384
11_56_2013-02-15,2751.02522101
11_56_2013-02-22,3269.47887119
11_56_2013-03-01,5874.44625729
11_56_2013-03-08,6011.5162826
11_56_2013-03-15,7425.08281923
11_56_2013-03-22,9514.07199486
11_56_2013-03-29,7635.44997364
11_56_2013-04-05,10193.7427471
11_56_2013-04-12,9634.4043435
11_56_2013-04-19,8812.27269682
11_56_2013-04-26,7507.33165747
11_56_2013-05-03,7433.42458323
11_56_2013-05-10,6051.72794814
11_56_2013-05-17,5217.46688659
11_56_2013-05-24,3600.98089098
11_56_2013-05-31,3452.21264136
11_56_2013-06-07,3051.98316351
11_56_2013-06-14,2561.73420063
11_56_2013-06-21,2332.86164911
11_56_2013-06-28,1504.2142396
11_56_2013-07-05,1334.42957393
11_56_2013-07-12,760.721053605
11_56_2013-07-19,980.547506929
11_56_2013-07-26,720.962395478
11_58_2012-11-02,2302.99698977
11_58_2012-11-09,2052.42921608
11_58_2012-11-16,1981.81644113
11_58_2012-11-23,2262.80716786
11_58_2012-11-30,2448.00273371
11_58_2012-12-07,2651.68760022
11_58_2012-12-14,3081.67888051
11_58_2012-12-21,3281.2376915
11_58_2012-12-28,3601.15835375
11_58_2013-01-04,3614.52733197
11_58_2013-01-11,3432.60885388
11_58_2013-01-18,2773.3840021
11_58_2013-02-01,2186.92452523
11_58_2013-02-08,3067.07037295
11_58_2013-02-15,2344.82844192
11_58_2013-02-22,1996.74824207
11_58_2013-03-01,2466.0663096
11_58_2013-03-08,2708.3510071
11_58_2013-03-15,2317.85019739
11_58_2013-03-22,1995.14544916
11_58_2013-03-29,2173.38534613
11_58_2013-04-05,2409.97609654
11_58_2013-04-12,2151.26444409
11_58_2013-04-19,2095.30099752
11_58_2013-04-26,2202.2210991
11_58_2013-05-03,2209.24615642
11_58_2013-05-10,2378.42939774
11_58_2013-05-17,2384.67790477
11_58_2013-05-24,2056.80040783
11_58_2013-05-31,2169.70418131
11_58_2013-06-07,2592.70296055
11_58_2013-06-14,2377.49076953
11_58_2013-06-21,2262.0801061
11_58_2013-06-28,2579.08590605
11_58_2013-07-05,2424.41953276
11_58_2013-07-12,2099.61468566
11_58_2013-07-19,2077.40196389
11_58_2013-07-26,1598.80958036
11_59_2012-11-02,454.823568999
11_59_2012-11-09,457.745205276
11_59_2012-11-16,541.114653704
11_59_2012-11-23,885.376217892
11_59_2012-11-30,1055.90758874
11_59_2012-12-07,2257.37721838
11_59_2012-12-14,6768.55904877
11_59_2012-12-21,13340.1213952
11_59_2012-12-28,8423.74890758
11_59_2013-01-04,533.395536727
11_59_2013-01-11,324.640801426
11_59_2013-01-18,329.66502764
11_59_2013-01-25,352.080714075
11_59_2013-02-01,367.171206835
11_59_2013-02-08,479.560499139
11_59_2013-02-15,462.349353192
11_59_2013-02-22,447.24206575
11_59_2013-03-01,437.602337118
11_59_2013-03-08,434.344499701
11_59_2013-03-15,435.176735832
11_59_2013-03-22,448.262116545
11_59_2013-03-29,461.99612024
11_59_2013-04-05,436.758640781
11_59_2013-04-12,442.306899027
11_59_2013-04-19,431.445212303
11_59_2013-04-26,455.54290791
11_59_2013-05-03,429.981950389
11_59_2013-05-10,418.190856843
11_59_2013-05-17,327.914132139
11_59_2013-05-24,289.953237373
11_59_2013-05-31,323.181394895
11_59_2013-06-07,333.560555943
11_59_2013-06-14,317.350442572
11_59_2013-06-21,310.274219312
11_59_2013-06-28,318.606181688
11_59_2013-07-05,333.452930925
11_59_2013-07-12,336.071576955
11_59_2013-07-19,305.859448458
11_59_2013-07-26,322.709889195
11_60_2012-11-02,262.337901634
11_60_2012-11-09,229.595997351
11_60_2012-11-16,227.627144886
11_60_2012-11-23,210.287959673
11_60_2012-11-30,222.108590284
11_60_2012-12-07,258.253012513
11_60_2012-12-14,262.619080305
11_60_2012-12-21,323.474063889
11_60_2012-12-28,320.649207582
11_60_2013-01-04,244.523140313
11_60_2013-01-11,246.371958756
11_60_2013-01-18,216.839817988
11_60_2013-01-25,206.042250256
11_60_2013-02-01,238.377923607
11_60_2013-02-08,253.134457205
11_60_2013-02-15,228.706259248
11_60_2013-02-22,203.751475878
11_60_2013-03-01,228.884442011
11_60_2013-03-08,222.069966435
11_60_2013-03-15,212.638648358
11_60_2013-03-22,203.174060546
11_60_2013-03-29,223.65004722
11_60_2013-04-05,225.069986418
11_60_2013-04-12,212.034628666
11_60_2013-04-19,199.97643245
11_60_2013-04-26,190.322188114
11_60_2013-05-03,284.691285763
11_60_2013-05-10,271.239561517
11_60_2013-05-17,224.571825624
11_60_2013-05-24,182.853993118
11_60_2013-05-31,200.836692756
11_60_2013-06-07,302.929067408
11_60_2013-06-14,266.14477501
11_60_2013-06-21,172.913098273
11_60_2013-06-28,181.580108799
11_60_2013-07-05,288.450994915
11_60_2013-07-12,239.03110652
11_60_2013-07-19,173.372919885
11_60_2013-07-26,162.279898838
11_67_2012-11-02,9471.06167854
11_67_2012-11-09,9538.50472662
11_67_2012-11-16,9712.73418215
11_67_2012-11-23,9024.21276263
11_67_2012-11-30,9321.48181854
11_67_2012-12-07,13430.452497
11_67_2012-12-14,17562.3185213
11_67_2012-12-21,18948.3181168
11_67_2012-12-28,11593.115244
11_67_2013-01-04,7613.27910017
11_67_2013-01-11,7208.1884375
11_67_2013-01-18,8555.19507279
11_67_2013-01-25,7443.95343203
11_67_2013-02-01,10241.3338975
11_67_2013-02-08,12655.2625976
11_67_2013-02-15,13793.0160212
11_67_2013-02-22,8896.38104184
11_67_2013-03-01,8721.16582843
11_67_2013-03-08,8477.38502376
11_67_2013-03-15,8145.21871008
11_67_2013-03-22,7767.92676103
11_67_2013-03-29,8066.19573796
11_67_2013-04-05,9169.4838264
11_67_2013-04-12,9193.74090489
11_67_2013-04-19,9336.35954095
11_67_2013-04-26,8827.73303756
11_67_2013-05-03,14718.7257503
11_67_2013-05-10,17110.5276905
11_67_2013-05-17,18281.1210354
11_67_2013-05-24,10384.3283609
11_67_2013-05-31,10515.8145438
11_67_2013-06-07,10820.5422147
11_67_2013-06-14,12376.6194675
11_67_2013-06-21,11613.7048845
11_67_2013-06-28,9372.25545017
11_67_2013-07-05,8330.41543079
11_67_2013-07-12,7731.48268581
11_67_2013-07-19,7568.12553628
11_67_2013-07-26,6894.35665148
11_71_2012-11-02,10834.5350226
11_71_2012-11-09,10262.0397593
11_71_2012-11-16,10323.8377524
11_71_2012-11-23,11248.1620715
11_71_2012-11-30,9894.54689287
11_71_2012-12-07,10601.7624713
11_71_2012-12-14,10509.3946859
11_71_2012-12-21,10649.0053868
11_71_2012-12-28,10546.1274331
11_71_2013-01-04,8059.97007746
11_71_2013-01-11,7977.11986372
11_71_2013-01-18,8113.74358569
11_71_2013-01-25,7246.77017999
11_71_2013-02-01,10669.2713441
11_71_2013-02-08,12472.5239607
11_71_2013-02-15,11856.0277946
11_71_2013-02-22,12528.8717079
11_71_2013-03-01,12437.7146385
11_71_2013-03-08,12362.4577085
11_71_2013-03-15,12097.7361696
11_71_2013-03-22,10634.0026115
11_71_2013-03-29,10532.8470402
11_71_2013-04-05,10979.5568184
11_71_2013-04-12,10598.1134317
11_71_2013-04-19,10160.3055584
11_71_2013-04-26,10035.5115321
11_71_2013-05-03,10282.1367625
11_71_2013-05-10,10419.2294053
11_71_2013-05-17,10202.0642973
11_71_2013-05-24,9906.48917557
11_71_2013-05-31,9487.37061647
11_71_2013-06-07,10666.1967527
11_71_2013-06-14,10256.1772305
11_71_2013-06-21,11079.0480975
11_71_2013-06-28,10960.0379973
11_71_2013-07-05,11587.3945967
11_71_2013-07-12,11752.7959205
11_71_2013-07-19,11554.1796549
11_71_2013-07-26,12061.0818535
11_72_2012-11-02,73762.8026863
11_72_2012-11-09,70123.3137394
11_72_2012-11-16,72779.4353124
11_72_2012-11-23,148847.306178
11_72_2012-11-30,94089.3526677
11_72_2012-12-07,89663.3386978
11_72_2012-12-14,81343.7130499
11_72_2012-12-21,132118.724477
11_72_2012-12-28,102823.763638
11_72_2013-01-04,67685.4756388
11_72_2013-01-11,65203.6208814
11_72_2013-01-18,65582.1352562
11_72_2013-01-25,69304.5679717
11_72_2013-02-01,85764.3584936
11_72_2013-02-08,95691.6765474
11_72_2013-02-15,81489.3076372
11_72_2013-02-22,78284.517873
11_72_2013-03-01,81198.7577147
11_72_2013-03-08,71306.8154606
